index,Location,FIPS,Category,Mortality Rate,Year,,,,,,,,,,,,,
27903,Rhode Island,44,Mental and substance use disorders,4.38,1985,,,,,,,,,,,,,
27909,South Carolina,45,Mental and substance use disorders,6.4,1985,,,,,,,,,,,,,
27956,South Dakota,46,Mental and substance use disorders,4.04,1985,,,,,,,,,,,,,
28023,Tennessee,47,Mental and substance use disorders,4.01,1985,,,,,,,,,,,,,
28119,Texas,48,Mental and substance use disorders,3.49,1985,,,,,,,,,,,,,
28374,Utah,49,Mental and substance use disorders,3.72,1985,,,,,,,,,,,,,
28404,Vermont,50,Mental and substance use disorders,3.27,1985,,,,,,,,,,,,,
28419,Virginia,51,Mental and substance use disorders,4.37,1985,,,,,,,,,,,,,
28553,Washington,53,Mental and substance use disorders,4.75,1985,,,,,,,,,,,,,
28593,West Virginia,54,Mental and substance use disorders,3.18,1985,,,,,,,,,,,,,
28649,Wisconsin,55,Mental and substance use disorders,4,1985,,,,,,,,,,,,,
28722,Wyoming,56,Mental and substance use disorders,4.72,1985,,,,,,,,,,,,,
35135,Alabama,1,Nutritional deficiencies,2.1,1985,,,,,,,,,,,,,
35203,Alaska,2,Nutritional deficiencies,2.25,1985,,,,,,,,,,,,,
35233,Arizona,4,Nutritional deficiencies,1.87,1985,,,,,,,,,,,,,
35249,Arkansas,5,Nutritional deficiencies,1.88,1985,,,,,,,,,,,,,
35325,California,6,Nutritional deficiencies,1.03,1985,,,,,,,,,,,,,
35384,Colorado,8,Nutritional deficiencies,2.75,1985,,,,,,,,,,,,,
35449,Connecticut,9,Nutritional deficiencies,1.17,1985,,,,,,,,,,,,,
35458,Delaware,10,Nutritional deficiencies,2.25,1985,,,,,,,,,,,,,
35462,District of Columbia,11,Nutritional deficiencies,1.96,1985,,,,,,,,,,,,,
35464,Florida,12,Nutritional deficiencies,1.28,1985,,,,,,,,,,,,,
35532,Georgia,13,Nutritional deficiencies,2.3,1985,,,,,,,,,,,,,
35692,Hawaii,15,Nutritional deficiencies,1.7,1985,,,,,,,,,,,,,
35698,Idaho,16,Nutritional deficiencies,1.98,1985,,,,,,,,,,,,,
35743,Illinois,17,Nutritional deficiencies,1.72,1985,,,,,,,,,,,,,
35846,Indiana,18,Nutritional deficiencies,1.94,1985,,,,,,,,,,,,,
35939,Iowa,19,Nutritional deficiencies,1.86,1985,,,,,,,,,,,,,
36039,Kansas,20,Nutritional deficiencies,2.46,1985,,,,,,,,,,,,,
36145,Kentucky,21,Nutritional deficiencies,2.01,1985,,,,,,,,,,,,,
36266,Louisiana,22,Nutritional deficiencies,2.31,1985,,,,,,,,,,,,,
36331,Maine,23,Nutritional deficiencies,2.21,1985,,,,,,,,,,,,,
36348,Maryland,24,Nutritional deficiencies,1.74,1985,,,,,,,,,,,,,
36373,Massachusetts,25,Nutritional deficiencies,1.51,1985,,,,,,,,,,,,,
36388,Michigan,26,Nutritional deficiencies,1.92,1985,,,,,,,,,,,,,
36472,Minnesota,27,Nutritional deficiencies,1.88,1985,,,,,,,,,,,,,
36560,Mississippi,28,Nutritional deficiencies,2.05,1985,,,,,,,,,,,,,
36643,Missouri,29,Nutritional deficiencies,2.5,1985,,,,,,,,,,,,,
36759,Montana,30,Nutritional deficiencies,2.12,1985,,,,,,,,,,,,,
36816,Nebraska,31,Nutritional deficiencies,1.8,1985,,,,,,,,,,,,,
36910,Nevada,32,Nutritional deficiencies,2.48,1985,,,,,,,,,,,,,
36928,New Hampshire,33,Nutritional deficiencies,2.03,1985,,,,,,,,,,,,,
36939,New Jersey,34,Nutritional deficiencies,1.7,1985,,,,,,,,,,,,,
36961,New Mexico,35,Nutritional deficiencies,2.91,1985,,,,,,,,,,,,,
36995,New York,36,Nutritional deficiencies,0.84,1985,,,,,,,,,,,,,
37058,North Carolina,37,Nutritional deficiencies,1.78,1985,,,,,,,,,,,,,
37159,North Dakota,38,Nutritional deficiencies,1.92,1985,,,,,,,,,,,,,
37213,Ohio,39,Nutritional deficiencies,2.21,1985,,,,,,,,,,,,,
37302,Oklahoma,40,Nutritional deficiencies,1.91,1985,,,,,,,,,,,,,
37380,Oregon,41,Nutritional deficiencies,1.53,1985,,,,,,,,,,,,,
37417,Pennsylvania,42,Nutritional deficiencies,1.77,1985,,,,,,,,,,,,,
37485,Rhode Island,44,Nutritional deficiencies,1.45,1985,,,,,,,,,,,,,
37491,South Carolina,45,Nutritional deficiencies,2.21,1985,,,,,,,,,,,,,
37538,South Dakota,46,Nutritional deficiencies,1.85,1985,,,,,,,,,,,,,
37605,Tennessee,47,Nutritional deficiencies,1.87,1985,,,,,,,,,,,,,
37701,Texas,48,Nutritional deficiencies,1.95,1985,,,,,,,,,,,,,
37956,Utah,49,Nutritional deficiencies,2.42,1985,,,,,,,,,,,,,
37986,Vermont,50,Nutritional deficiencies,1.85,1985,,,,,,,,,,,,,
38001,Virginia,51,Nutritional deficiencies,2.05,1985,,,,,,,,,,,,,
38135,Washington,53,Nutritional deficiencies,1.89,1985,,,,,,,,,,,,,
38175,West Virginia,54,Nutritional deficiencies,2.15,1985,,,,,,,,,,,,,
38231,Wisconsin,55,Nutritional deficiencies,1.92,1985,,,,,,,,,,,,,
38304,Wyoming,56,Nutritional deficiencies,2.34,1985,,,,,,,,,,,,,
54299,Alabama,1,Self-harm and interpersonal violence,28.2,1985,,,,,,,,,,,,,
54367,Alaska,2,Self-harm and interpersonal violence,25.03,1985,,,,,,,,,,,,,
54397,Arizona,4,Self-harm and interpersonal violence,28.48,1985,,,,,,,,,,,,,
54413,Arkansas,5,Self-harm and interpersonal violence,26.74,1985,,,,,,,,,,,,,
54489,California,6,Self-harm and interpersonal violence,26.53,1985,,,,,,,,,,,,,
54548,Colorado,8,Self-harm and interpersonal violence,26.78,1985,,,,,,,,,,,,,
54613,Connecticut,9,Self-harm and interpersonal violence,15.8,1985,,,,,,,,,,,,,
54622,Delaware,10,Self-harm and interpersonal violence,18.93,1985,,,,,,,,,,,,,
54626,District of Columbia,11,Self-harm and interpersonal violence,47.14,1985,,,,,,,,,,,,,
54628,Florida,12,Self-harm and interpersonal violence,29.99,1985,,,,,,,,,,,,,
54696,Georgia,13,Self-harm and interpersonal violence,28.41,1985,,,,,,,,,,,,,
54856,Hawaii,15,Self-harm and interpersonal violence,17.56,1985,,,,,,,,,,,,,
54862,Idaho,16,Self-harm and interpersonal violence,22.11,1985,,,,,,,,,,,,,
54907,Illinois,17,Self-harm and interpersonal violence,22.64,1985,,,,,,,,,,,,,
55010,Indiana,18,Self-harm and interpersonal violence,20.54,1985,,,,,,,,,,,,,
55103,Iowa,19,Self-harm and interpersonal violence,15.4,1985,,,,,,,,,,,,,
55203,Kansas,20,Self-harm and interpersonal violence,19.5,1985,,,,,,,,,,,,,
55309,Kentucky,21,Self-harm and interpersonal violence,22.37,1985,,,,,,,,,,,,,
55430,Louisiana,22,Self-harm and interpersonal violence,30.45,1985,,,,,,,,,,,,,
55495,Maine,23,Self-harm and interpersonal violence,17.31,1985,,,,,,,,,,,,,
55512,Maryland,24,Self-harm and interpersonal violence,25.3,1985,,,,,,,,,,,,,
55537,Massachusetts,25,Self-harm and interpersonal violence,16.35,1985,,,,,,,,,,,,,
55552,Michigan,26,Self-harm and interpersonal violence,25.31,1985,,,,,,,,,,,,,
55636,Minnesota,27,Self-harm and interpersonal violence,15.43,1985,,,,,,,,,,,,,
55724,Mississippi,28,Self-harm and interpersonal violence,28.59,1985,,,,,,,,,,,,,
55807,Missouri,29,Self-harm and interpersonal violence,24.69,1985,,,,,,,,,,,,,
55923,Montana,30,Self-harm and interpersonal violence,25.65,1985,,,,,,,,,,,,,
55980,Nebraska,31,Self-harm and interpersonal violence,17.02,1985,,,,,,,,,,,,,
56074,Nevada,32,Self-harm and interpersonal violence,37.99,1985,,,,,,,,,,,,,
56092,New Hampshire,33,Self-harm and interpersonal violence,16.61,1985,,,,,,,,,,,,,
56103,New Jersey,34,Self-harm and interpersonal violence,15.87,1985,,,,,,,,,,,,,
56125,New Mexico,35,Self-harm and interpersonal violence,32.62,1985,,,,,,,,,,,,,
56159,New York,36,Self-harm and interpersonal violence,20.71,1985,,,,,,,,,,,,,
56222,North Carolina,37,Self-harm and interpersonal violence,24.42,1985,,,,,,,,,,,,,
56323,North Dakota,38,Self-harm and interpersonal violence,14.87,1985,,,,,,,,,,,,,
56377,Ohio,39,Self-harm and interpersonal violence,19.36,1985,,,,,,,,,,,,,
56466,Oklahoma,40,Self-harm and interpersonal violence,25.12,1985,,,,,,,,,,,,,
56544,Oregon,41,Self-harm and interpersonal violence,22.85,1985,,,,,,,,,,,,,
56581,Pennsylvania,42,Self-harm and interpersonal violence,20.34,1985,,,,,,,,,,,,,
56649,Rhode Island,44,Self-harm and interpersonal violence,16.83,1985,,,,,,,,,,,,,
56655,South Carolina,45,Self-harm and interpersonal violence,24.85,1985,,,,,,,,,,,,,
56702,South Dakota,46,Self-harm and interpersonal violence,18.71,1985,,,,,,,,,,,,,
56769,Tennessee,47,Self-harm and interpersonal violence,25.6,1985,,,,,,,,,,,,,
56865,Texas,48,Self-harm and interpersonal violence,29.41,1985,,,,,,,,,,,,,
57120,Utah,49,Self-harm and interpersonal violence,23.79,1985,,,,,,,,,,,,,
57150,Vermont,50,Self-harm and interpersonal violence,18.8,1985,,,,,,,,,,,,,
57165,Virginia,51,Self-harm and interpersonal violence,23.29,1985,,,,,,,,,,,,,
57299,Washington,53,Self-harm and interpersonal violence,21.79,1985,,,,,,,,,,,,,
57339,West Virginia,54,Self-harm and interpersonal violence,22,1985,,,,,,,,,,,,,
57395,Wisconsin,55,Self-harm and interpersonal violence,17.37,1985,,,,,,,,,,,,,
57468,Wyoming,56,Self-harm and interpersonal violence,25.61,1985,,,,,,,,,,,,,
60687,Alabama,1,Transport injuries,30.47,1985,,,,,,,,,,,,,
60755,Alaska,2,Transport injuries,39.49,1985,,,,,,,,,,,,,
60785,Arizona,4,Transport injuries,29.88,1985,,,,,,,,,,,,,
60801,Arkansas,5,Transport injuries,29.14,1985,,,,,,,,,,,,,
60877,California,6,Transport injuries,21.69,1985,,,,,,,,,,,,,
60936,Colorado,8,Transport injuries,22.94,1985,,,,,,,,,,,,,
61001,Connecticut,9,Transport injuries,17.36,1985,,,,,,,,,,,,,
61010,Delaware,10,Transport injuries,22.59,1985,,,,,,,,,,,,,
61014,District of Columbia,11,Transport injuries,14.97,1985,,,,,,,,,,,,,
61016,Florida,12,Transport injuries,27.31,1985,,,,,,,,,,,,,
61084,Georgia,13,Transport injuries,27.65,1985,,,,,,,,,,,,,
61244,Hawaii,15,Transport injuries,16.45,1985,,,,,,,,,,,,,
61250,Idaho,16,Transport injuries,30.04,1985,,,,,,,,,,,,,
61295,Illinois,17,Transport injuries,18.07,1985,,,,,,,,,,,,,
61398,Indiana,18,Transport injuries,21.67,1985,,,,,,,,,,,,,
61491,Iowa,19,Transport injuries,20.48,1985,,,,,,,,,,,,,
61591,Kansas,20,Transport injuries,23.53,1985,,,,,,,,,,,,,
61697,Kentucky,21,Transport injuries,24.45,1985,,,,,,,,,,,,,
61818,Louisiana,22,Transport injuries,26.76,1985,,,,,,,,,,,,,
61883,Maine,23,Transport injuries,21.09,1985,,,,,,,,,,,,,
61900,Maryland,24,Transport injuries,19.94,1985,,,,,,,,,,,,,
61925,Massachusetts,25,Transport injuries,14.98,1985,,,,,,,,,,,,,
61940,Michigan,26,Transport injuries,20.37,1985,,,,,,,,,,,,,
62024,Minnesota,27,Transport injuries,18.94,1985,,,,,,,,,,,,,
62112,Mississippi,28,Transport injuries,34.08,1985,,,,,,,,,,,,,
62195,Missouri,29,Transport injuries,23.08,1985,,,,,,,,,,,,,
62311,Montana,30,Transport injuries,31.99,1985,,,,,,,,,,,,,
62368,Nebraska,31,Transport injuries,21.35,1985,,,,,,,,,,,,,
62462,Nevada,32,Transport injuries,28.72,1985,,,,,,,,,,,,,
62480,New Hampshire,33,Transport injuries,18.55,1985,,,,,,,,,,,,,
62491,New Jersey,34,Transport injuries,16.76,1985,,,,,,,,,,,,,
62513,New Mexico,35,Transport injuries,35.67,1985,,,,,,,,,,,,,
62547,New York,36,Transport injuries,15.89,1985,,,,,,,,,,,,,
62610,North Carolina,37,Transport injuries,26.25,1985,,,,,,,,,,,,,
62711,North Dakota,38,Transport injuries,21.72,1985,,,,,,,,,,,,,
62765,Ohio,39,Transport injuries,18.46,1985,,,,,,,,,,,,,
62854,Oklahoma,40,Transport injuries,27.36,1985,,,,,,,,,,,,,
62932,Oregon,41,Transport injuries,25.42,1985,,,,,,,,,,,,,
62969,Pennsylvania,42,Transport injuries,18.24,1985,,,,,,,,,,,,,
63037,Rhode Island,44,Transport injuries,13.44,1985,,,,,,,,,,,,,
63043,South Carolina,45,Transport injuries,30.3,1985,,,,,,,,,,,,,
63090,South Dakota,46,Transport injuries,26.78,1985,,,,,,,,,,,,,
63157,Tennessee,47,Transport injuries,26.86,1985,,,,,,,,,,,,,
63253,Texas,48,Transport injuries,25.37,1985,,,,,,,,,,,,,
63508,Utah,49,Transport injuries,24.63,1985,,,,,,,,,,,,,
63538,Vermont,50,Transport injuries,20.69,1985,,,,,,,,,,,,,
63553,Virginia,51,Transport injuries,19.65,1985,,,,,,,,,,,,,
63687,Washington,53,Transport injuries,21.85,1985,,,,,,,,,,,,,
63727,West Virginia,54,Transport injuries,25.81,1985,,,,,,,,,,,,,
63783,Wisconsin,55,Transport injuries,18.78,1985,,,,,,,,,,,,,
63856,Wyoming,56,Transport injuries,33.55,1985,,,,,,,,,,,,,
19165,Alabama,1,Neurological disorders,82.93,1990,,,,,,,,,,,,,
19233,Alaska,2,Neurological disorders,103.8,1990,,,,,,,,,,,,,
19263,Arizona,4,Neurological disorders,86.93,1990,,,,,,,,,,,,,
19279,Arkansas,5,Neurological disorders,64.59,1990,,,,,,,,,,,,,
19355,California,6,Neurological disorders,77.71,1990,,,,,,,,,,,,,
19414,Colorado,8,Neurological disorders,102.88,1990,,,,,,,,,,,,,
19479,Connecticut,9,Neurological disorders,78.4,1990,,,,,,,,,,,,,
19488,Delaware,10,Neurological disorders,80.05,1990,,,,,,,,,,,,,
19492,District of Columbia,11,Neurological disorders,78.28,1990,,,,,,,,,,,,,
19494,Florida,12,Neurological disorders,71.04,1990,,,,,,,,,,,,,
19562,Georgia,13,Neurological disorders,93.42,1990,,,,,,,,,,,,,
19722,Hawaii,15,Neurological disorders,76.06,1990,,,,,,,,,,,,,
19728,Idaho,16,Neurological disorders,100.78,1990,,,,,,,,,,,,,
19773,Illinois,17,Neurological disorders,81.32,1990,,,,,,,,,,,,,
19876,Indiana,18,Neurological disorders,85.39,1990,,,,,,,,,,,,,
19969,Iowa,19,Neurological disorders,90.81,1990,,,,,,,,,,,,,
20069,Kansas,20,Neurological disorders,89.83,1990,,,,,,,,,,,,,
20175,Kentucky,21,Neurological disorders,85.78,1990,,,,,,,,,,,,,
20296,Louisiana,22,Neurological disorders,76.35,1990,,,,,,,,,,,,,
20361,Maine,23,Neurological disorders,118.37,1990,,,,,,,,,,,,,
20378,Maryland,24,Neurological disorders,92.27,1990,,,,,,,,,,,,,
20403,Massachusetts,25,Neurological disorders,96.77,1990,,,,,,,,,,,,,
20418,Michigan,26,Neurological disorders,73.51,1990,,,,,,,,,,,,,
20502,Minnesota,27,Neurological disorders,114.76,1990,,,,,,,,,,,,,
20590,Mississippi,28,Neurological disorders,60.88,1990,,,,,,,,,,,,,
20673,Missouri,29,Neurological disorders,77.62,1990,,,,,,,,,,,,,
20789,Montana,30,Neurological disorders,112.74,1990,,,,,,,,,,,,,
20846,Nebraska,31,Neurological disorders,87.9,1990,,,,,,,,,,,,,
20940,Nevada,32,Neurological disorders,80.85,1990,,,,,,,,,,,,,
20958,New Hampshire,33,Neurological disorders,112.06,1990,,,,,,,,,,,,,
20969,New Jersey,34,Neurological disorders,65.46,1990,,,,,,,,,,,,,
20991,New Mexico,35,Neurological disorders,94.11,1990,,,,,,,,,,,,,
21025,New York,36,Neurological disorders,48.05,1990,,,,,,,,,,,,,
21088,North Carolina,37,Neurological disorders,94.08,1990,,,,,,,,,,,,,
21189,North Dakota,38,Neurological disorders,86.83,1990,,,,,,,,,,,,,
21243,Ohio,39,Neurological disorders,92.1,1990,,,,,,,,,,,,,
21332,Oklahoma,40,Neurological disorders,72.92,1990,,,,,,,,,,,,,
21410,Oregon,41,Neurological disorders,119.98,1990,,,,,,,,,,,,,
21447,Pennsylvania,42,Neurological disorders,73.92,1990,,,,,,,,,,,,,
21515,Rhode Island,44,Neurological disorders,84.81,1990,,,,,,,,,,,,,
21521,South Carolina,45,Neurological disorders,96.92,1990,,,,,,,,,,,,,
21568,South Dakota,46,Neurological disorders,81.44,1990,,,,,,,,,,,,,
21635,Tennessee,47,Neurological disorders,90.57,1990,,,,,,,,,,,,,
21731,Texas,48,Neurological disorders,84.17,1990,,,,,,,,,,,,,
21986,Utah,49,Neurological disorders,113,1990,,,,,,,,,,,,,
22016,Vermont,50,Neurological disorders,115.66,1990,,,,,,,,,,,,,
22031,Virginia,51,Neurological disorders,94.12,1990,,,,,,,,,,,,,
22165,Washington,53,Neurological disorders,123.16,1990,,,,,,,,,,,,,
22205,West Virginia,54,Neurological disorders,72.24,1990,,,,,,,,,,,,,
22261,Wisconsin,55,Neurological disorders,101.81,1990,,,,,,,,,,,,,
22334,Wyoming,56,Neurological disorders,102.25,1990,,,,,,,,,,,,,
25553,Alabama,1,Mental and substance use disorders,4.55,1990,,,,,,,,,,,,,
25621,Alaska,2,Mental and substance use disorders,12.04,1990,,,,,,,,,,,,,
25651,Arizona,4,Mental and substance use disorders,7.87,1990,,,,,,,,,,,,,
25667,Arkansas,5,Mental and substance use disorders,3,1990,,,,,,,,,,,,,
25743,California,6,Mental and substance use disorders,7.51,1990,,,,,,,,,,,,,
25802,Colorado,8,Mental and substance use disorders,5.41,1990,,,,,,,,,,,,,
25867,Connecticut,9,Mental and substance use disorders,3.96,1990,,,,,,,,,,,,,
25876,Delaware,10,Mental and substance use disorders,4.95,1990,,,,,,,,,,,,,
25880,District of Columbia,11,Mental and substance use disorders,9.83,1990,,,,,,,,,,,,,
25882,Florida,12,Mental and substance use disorders,5.54,1990,,,,,,,,,,,,,
25950,Georgia,13,Mental and substance use disorders,7.06,1990,,,,,,,,,,,,,
26110,Hawaii,15,Mental and substance use disorders,2.34,1990,,,,,,,,,,,,,
26116,Idaho,16,Mental and substance use disorders,4.25,1990,,,,,,,,,,,,,
26161,Illinois,17,Mental and substance use disorders,6.49,1990,,,,,,,,,,,,,
26264,Indiana,18,Mental and substance use disorders,3.34,1990,,,,,,,,,,,,,
26357,Iowa,19,Mental and substance use disorders,2.64,1990,,,,,,,,,,,,,
26457,Kansas,20,Mental and substance use disorders,3.46,1990,,,,,,,,,,,,,
26563,Kentucky,21,Mental and substance use disorders,4.41,1990,,,,,,,,,,,,,
26684,Louisiana,22,Mental and substance use disorders,4.1,1990,,,,,,,,,,,,,
26749,Maine,23,Mental and substance use disorders,4.47,1990,,,,,,,,,,,,,
26766,Maryland,24,Mental and substance use disorders,3.66,1990,,,,,,,,,,,,,
26791,Massachusetts,25,Mental and substance use disorders,3.17,1990,,,,,,,,,,,,,
26806,Michigan,26,Mental and substance use disorders,4.92,1990,,,,,,,,,,,,,
26890,Minnesota,27,Mental and substance use disorders,4.15,1990,,,,,,,,,,,,,
26978,Mississippi,28,Mental and substance use disorders,4.29,1990,,,,,,,,,,,,,
27061,Missouri,29,Mental and substance use disorders,4.42,1990,,,,,,,,,,,,,
27177,Montana,30,Mental and substance use disorders,5.32,1990,,,,,,,,,,,,,
27234,Nebraska,31,Mental and substance use disorders,2.84,1990,,,,,,,,,,,,,
27328,Nevada,32,Mental and substance use disorders,9.87,1990,,,,,,,,,,,,,
27346,New Hampshire,33,Mental and substance use disorders,3.25,1990,,,,,,,,,,,,,
27357,New Jersey,34,Mental and substance use disorders,4.75,1990,,,,,,,,,,,,,
27379,New Mexico,35,Mental and substance use disorders,13.16,1990,,,,,,,,,,,,,
27413,New York,36,Mental and substance use disorders,6.48,1990,,,,,,,,,,,,,
27476,North Carolina,37,Mental and substance use disorders,6.8,1990,,,,,,,,,,,,,
27577,North Dakota,38,Mental and substance use disorders,3.6,1990,,,,,,,,,,,,,
27631,Ohio,39,Mental and substance use disorders,3.49,1990,,,,,,,,,,,,,
27720,Oklahoma,40,Mental and substance use disorders,4.51,1990,,,,,,,,,,,,,
27798,Oregon,41,Mental and substance use disorders,7.23,1990,,,,,,,,,,,,,
27835,Pennsylvania,42,Mental and substance use disorders,4.7,1990,,,,,,,,,,,,,
27903,Rhode Island,44,Mental and substance use disorders,4.81,1990,,,,,,,,,,,,,
27909,South Carolina,45,Mental and substance use disorders,6.94,1990,,,,,,,,,,,,,
27956,South Dakota,46,Mental and substance use disorders,4.38,1990,,,,,,,,,,,,,
28023,Tennessee,47,Mental and substance use disorders,4.83,1990,,,,,,,,,,,,,
28119,Texas,48,Mental and substance use disorders,4.06,1990,,,,,,,,,,,,,
28374,Utah,49,Mental and substance use disorders,4.7,1990,,,,,,,,,,,,,
28404,Vermont,50,Mental and substance use disorders,3.97,1990,,,,,,,,,,,,,
28419,Virginia,51,Mental and substance use disorders,4.55,1990,,,,,,,,,,,,,
28553,Washington,53,Mental and substance use disorders,5.48,1990,,,,,,,,,,,,,
28593,West Virginia,54,Mental and substance use disorders,4.43,1990,,,,,,,,,,,,,
28649,Wisconsin,55,Mental and substance use disorders,4.32,1990,,,,,,,,,,,,,
28722,Wyoming,56,Mental and substance use disorders,5.79,1990,,,,,,,,,,,,,
35135,Alabama,1,Nutritional deficiencies,2.17,1990,,,,,,,,,,,,,
35203,Alaska,2,Nutritional deficiencies,2.18,1990,,,,,,,,,,,,,
35233,Arizona,4,Nutritional deficiencies,1.66,1990,,,,,,,,,,,,,
35249,Arkansas,5,Nutritional deficiencies,2.02,1990,,,,,,,,,,,,,
35325,California,6,Nutritional deficiencies,0.98,1990,,,,,,,,,,,,,
35384,Colorado,8,Nutritional deficiencies,2.74,1990,,,,,,,,,,,,,
35449,Connecticut,9,Nutritional deficiencies,1.17,1990,,,,,,,,,,,,,
35458,Delaware,10,Nutritional deficiencies,2.07,1990,,,,,,,,,,,,,
35462,District of Columbia,11,Nutritional deficiencies,1.87,1990,,,,,,,,,,,,,
35464,Florida,12,Nutritional deficiencies,1.17,1990,,,,,,,,,,,,,
35532,Georgia,13,Nutritional deficiencies,2.33,1990,,,,,,,,,,,,,
35692,Hawaii,15,Nutritional deficiencies,1.49,1990,,,,,,,,,,,,,
35698,Idaho,16,Nutritional deficiencies,1.92,1990,,,,,,,,,,,,,
35743,Illinois,17,Nutritional deficiencies,1.8,1990,,,,,,,,,,,,,
35846,Indiana,18,Nutritional deficiencies,1.97,1990,,,,,,,,,,,,,
35939,Iowa,19,Nutritional deficiencies,1.76,1990,,,,,,,,,,,,,
36039,Kansas,20,Nutritional deficiencies,2.41,1990,,,,,,,,,,,,,
36145,Kentucky,21,Nutritional deficiencies,1.97,1990,,,,,,,,,,,,,
36266,Louisiana,22,Nutritional deficiencies,2.41,1990,,,,,,,,,,,,,
36331,Maine,23,Nutritional deficiencies,2.02,1990,,,,,,,,,,,,,
36348,Maryland,24,Nutritional deficiencies,1.53,1990,,,,,,,,,,,,,
36373,Massachusetts,25,Nutritional deficiencies,1.33,1990,,,,,,,,,,,,,
36388,Michigan,26,Nutritional deficiencies,1.92,1990,,,,,,,,,,,,,
36472,Minnesota,27,Nutritional deficiencies,1.72,1990,,,,,,,,,,,,,
36560,Mississippi,28,Nutritional deficiencies,2.06,1990,,,,,,,,,,,,,
36643,Missouri,29,Nutritional deficiencies,2.38,1990,,,,,,,,,,,,,
36759,Montana,30,Nutritional deficiencies,2.08,1990,,,,,,,,,,,,,
36816,Nebraska,31,Nutritional deficiencies,1.75,1990,,,,,,,,,,,,,
36910,Nevada,32,Nutritional deficiencies,2.31,1990,,,,,,,,,,,,,
36928,New Hampshire,33,Nutritional deficiencies,1.93,1990,,,,,,,,,,,,,
36939,New Jersey,34,Nutritional deficiencies,1.66,1990,,,,,,,,,,,,,
36961,New Mexico,35,Nutritional deficiencies,2.57,1990,,,,,,,,,,,,,
36995,New York,36,Nutritional deficiencies,0.81,1990,,,,,,,,,,,,,
37058,North Carolina,37,Nutritional deficiencies,1.85,1990,,,,,,,,,,,,,
37159,North Dakota,38,Nutritional deficiencies,1.85,1990,,,,,,,,,,,,,
37213,Ohio,39,Nutritional deficiencies,2.14,1990,,,,,,,,,,,,,
37302,Oklahoma,40,Nutritional deficiencies,1.97,1990,,,,,,,,,,,,,
37380,Oregon,41,Nutritional deficiencies,1.54,1990,,,,,,,,,,,,,
37417,Pennsylvania,42,Nutritional deficiencies,1.69,1990,,,,,,,,,,,,,
37485,Rhode Island,44,Nutritional deficiencies,1.27,1990,,,,,,,,,,,,,
37491,South Carolina,45,Nutritional deficiencies,2.26,1990,,,,,,,,,,,,,
37538,South Dakota,46,Nutritional deficiencies,1.76,1990,,,,,,,,,,,,,
37605,Tennessee,47,Nutritional deficiencies,1.94,1990,,,,,,,,,,,,,
37701,Texas,48,Nutritional deficiencies,2.05,1990,,,,,,,,,,,,,
37956,Utah,49,Nutritional deficiencies,2.33,1990,,,,,,,,,,,,,
37986,Vermont,50,Nutritional deficiencies,1.86,1990,,,,,,,,,,,,,
38001,Virginia,51,Nutritional deficiencies,2.01,1990,,,,,,,,,,,,,
38135,Washington,53,Nutritional deficiencies,1.75,1990,,,,,,,,,,,,,
38175,West Virginia,54,Nutritional deficiencies,2.14,1990,,,,,,,,,,,,,
38231,Wisconsin,55,Nutritional deficiencies,1.8,1990,,,,,,,,,,,,,
38304,Wyoming,56,Nutritional deficiencies,2.33,1990,,,,,,,,,,,,,
54299,Alabama,1,Self-harm and interpersonal violence,28.77,1990,,,,,,,,,,,,,
54367,Alaska,2,Self-harm and interpersonal violence,26.44,1990,,,,,,,,,,,,,
54397,Arizona,4,Self-harm and interpersonal violence,29.36,1990,,,,,,,,,,,,,
54413,Arkansas,5,Self-harm and interpersonal violence,27.25,1990,,,,,,,,,,,,,
54489,California,6,Self-harm and interpersonal violence,25.07,1990,,,,,,,,,,,,,
54548,Colorado,8,Self-harm and interpersonal violence,24.67,1990,,,,,,,,,,,,,
54613,Connecticut,9,Self-harm and interpersonal violence,15.87,1990,,,,,,,,,,,,,
54622,Delaware,10,Self-harm and interpersonal violence,19.28,1990,,,,,,,,,,,,,
54626,District of Columbia,11,Self-harm and interpersonal violence,58.41,1990,,,,,,,,,,,,,
54628,Florida,12,Self-harm and interpersonal violence,27.51,1990,,,,,,,,,,,,,
54696,Georgia,13,Self-harm and interpersonal violence,26.97,1990,,,,,,,,,,,,,
54856,Hawaii,15,Self-harm and interpersonal violence,17.59,1990,,,,,,,,,,,,,
54862,Idaho,16,Self-harm and interpersonal violence,22.77,1990,,,,,,,,,,,,,
54907,Illinois,17,Self-harm and interpersonal violence,22.99,1990,,,,,,,,,,,,,
55010,Indiana,18,Self-harm and interpersonal violence,21.22,1990,,,,,,,,,,,,,
55103,Iowa,19,Self-harm and interpersonal violence,15.64,1990,,,,,,,,,,,,,
55203,Kansas,20,Self-harm and interpersonal violence,19.73,1990,,,,,,,,,,,,,
55309,Kentucky,21,Self-harm and interpersonal violence,22.66,1990,,,,,,,,,,,,,
55430,Louisiana,22,Self-harm and interpersonal violence,32.15,1990,,,,,,,,,,,,,
55495,Maine,23,Self-harm and interpersonal violence,17.22,1990,,,,,,,,,,,,,
55512,Maryland,24,Self-harm and interpersonal violence,26.87,1990,,,,,,,,,,,,,
55537,Massachusetts,25,Self-harm and interpersonal violence,16.16,1990,,,,,,,,,,,,,
